Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,16.949726104736328,17.371313095092773,16.681442260742188,17.064704895019528,13.78065013885498,5809249
2001-01-02,17.055122375488278,18.013275146484375,17.045541763305664,17.965368270874023,14.507983207702635,10470175
2001-01-03,18.013275146484375,19.83376693725586,18.013275146484375,19.47924995422364,15.730520248413086,36091475
2001-01-04,19.536739349365234,20.657777786254886,18.77979850769043,20.16912078857422,16.287628173828125,41068816
2001-01-05,20.312843322753906,20.55238151550293,19.651716232299805,19.84334754943848,16.024551391601562,30784984
2001-01-08,19.737951278686523,20.102048873901367,18.98101043701172,19.402597427368164,15.668622016906738,12693599
2001-01-09,19.50799560546875,19.910419464111328,18.875614166259766,18.98101043701172,15.328168869018555,13680696
2001-01-10,18.990591049194336,19.16305923461914,17.46712875366211,17.946205139160156,14.492508888244627,21037569
2001-01-11,17.946205139160156,18.224069595336914,17.725830078125,17.965368270874023,14.507983207702635,10890197
2001-01-12,18.06118392944336,18.19532585144043,17.34256935119629,17.610851287841797,14.221687316894533,11189710
2001-01-15,17.447965621948242,17.447965621948242,16.959308624267578,17.122194290161133,13.827075958251953,5205786
2001-01-16,17.227590560913086,17.6683406829834,17.016796112060547,17.26591682434082,13.943140029907227,11787527
2001-01-17,17.34256935119629,17.505455017089847,16.393997192382812,16.691024780273438,13.478882789611815,10162693
2001-01-18,16.74851417541504,17.476709365844727,16.595209121704098,17.419221878051758,14.06694221496582,9190421
2001-01-19,17.51503562927246,17.80248260498047,17.285079956054688,17.495872497558597,14.128840446472168,8044560
2001-01-22,17.630014419555664,18.492351531982425,17.476709365844727,18.310302734375,14.786537170410154,12603712
2001-01-23,18.310302734375,18.58816719055176,18.080347061157227,18.166580200195312,14.67047119140625,6260905
2001-01-24,18.38695526123047,18.52109718322754,17.85038948059082,18.271976470947266,14.755586624145508,6563638
2001-01-25,18.39653778076172,18.39653778076172,17.840808868408203,17.965368270874023,14.507983207702635,5303239
2001-01-26,17.965368270874023,17.965368270874023,17.965368270874023,17.965368270874023,14.507983207702635,0
2001-01-29,17.821645736694336,18.348628997802734,17.179683685302734,18.204906463623047,14.701422691345215,7809415
2001-01-30,18.358211517333984,18.77979850769043,18.147417068481445,18.271976470947266,14.755586624145508,9963904
2001-01-31,18.358211517333984,18.683982849121094,17.773738861083984,18.003694534301758,14.538934707641602,13928260
2001-02-01,17.859970092773438,17.859970092773438,17.150938034057614,17.352149963378903,14.012774467468262,9085073
2001-02-02,17.294660568237305,17.572525024414062,17.208427429199222,17.304243087768555,13.97408962249756,5896589
2001-02-05,17.33298683166504,18.69356346130371,17.25633430480957,18.549842834472656,14.979975700378418,21206795
2001-02-06,18.76063537597656,20.0253963470459,18.76063537597656,19.651716232299805,15.869797706604006,21873197
2001-02-07,20.38949584960937,20.868572235107425,19.93916320800781,20.0828857421875,16.21799087524414,33101707
