Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,22.48999977,22.57500076,22.20000076,22.22500038,19.04803085,1003590
2001-01-02,22.28499985,22.5,21.89999962,22.39999962,19.19801521,1786810
2001-01-03,22.70000076,23.5,22.5,22.58499908,19.3565712,4207540
2001-01-04,22.83499908,22.98999977,22.46500015,22.53499985,19.31371689,2125270
2001-01-05,22.54500008,23.0,22.46999931,22.86000061,19.59225845,1618440
2001-01-08,22.70000076,23.20000076,22.70000076,23.01499939,19.72510147,2596130
2001-01-09,23.06999969,23.79999924,22.92000008,23.57500076,20.20505142,2699850
2001-01-10,23.86000061,23.99500084,22.40999985,22.54000092,19.31800652,3259280
2001-01-11,22.79999924,23.20000076,22.60000038,22.88999939,19.61797333,1899000
2001-01-12,23.14999962,23.89999962,23.0,23.72999954,20.33789825,3946760
2001-01-15,23.97999954,25.19000053,23.89999962,24.89999962,21.34064865,4899580
2001-01-16,25.0,25.15999985,24.60499954,25.0,21.42635536,2863150
2001-01-17,24.89999962,25.10000038,24.52000046,24.91500092,21.3535099,2083080
2001-01-18,24.99500084,25.04999924,24.60000038,24.98999977,21.41778564,1694510
2001-01-19,24.98999977,25.39999962,24.61000061,25.17499924,21.57634163,3062540
2001-01-22,25.29999924,25.95000076,24.59000015,24.80500031,21.25922775,2553510
2001-01-23,24.82500076,25.29999924,24.82500076,24.96500015,21.39635849,1074060
2001-01-24,24.89999962,25.10000038,24.64999962,24.94000053,21.37493706,1071050
2001-01-25,24.95000076,25.5,24.79999924,24.95999908,21.39207268,1279930
2001-01-26,24.95999908,24.95999908,24.95999908,24.95999908,21.39207268,0
2001-01-29,24.79999924,25.0,24.29999924,24.53000069,21.0235405,1641080
2001-01-30,24.5,25.04999924,24.25499916,24.94000053,21.37493706,1227350
2001-01-31,24.60000038,25.5,24.60000038,25.38999939,21.76060677,1740520
2001-02-01,25.39999962,25.50499916,24.85000038,25.12000084,21.52920341,942430
2001-02-02,25.05999947,25.36000061,24.85000038,25.22500038,21.61919594,842630
2001-02-05,25.20000076,27.23999977,25.10000038,26.39999962,22.62622833,5280470
2001-02-06,26.29999924,26.5,25.70499992,25.95000076,22.24055862,1023200
2001-02-07,26.0,26.35000038,25.0,25.12999916,21.53777504,1144160
2001-02-08,25.18000031,25.89999962,25.0,25.82999992,22.13771248,1247210
2001-02-09,25.98999977,27.89999962,25.98999977,27.21500015,23.32472801,7995520
2001-02-12,27.29000092,27.38999939,26.10000038,26.25,22.49767113,2201030
2001-02-13,26.29999924,26.54999924,25.75,25.92000008,22.21484375,1811010
2001-02-14,26.0,26.56999969,25.69000053,26.45000076,22.66908264,2641060
2001-02-15,26.60000038,26.60000038,26.0,26.11499977,22.38197136,939480
2001-02-16,26.39500046,26.99500084,25.21999931,25.37999916,21.75203514,2238980
2001-02-19,26.10000038,26.37999916,25.35000038,25.68000031,22.00914764,1789610
2001-02-20,25.60000038,25.75,25.01000023,25.07999992,21.49491882,1442670
2001-02-21,25.37999916,25.39999962,23.89999962,25.03000069,21.45206833,2118770
2001-02-22,25.01000023,25.60000038,24.93000031,25.14999962,21.55491257,2367740
2001-02-23,25.29500008,25.29999924,24.39999962,24.73999977,21.20352173,2697660
2001-02-26,24.70000076,25.10000038,24.00499916,25.0,21.42635536,828380
2001-02-27,25.0,25.20000076,24.70999908,25.04000092,21.46063995,1553190
2001-02-28,26.5,26.89999962,25.0,25.65500069,21.98772812,4403910
2001-03-01,26.20000076,27.46999931,25.90999985,26.49500084,22.70765305,3344000
2001-03-02,26.89999962,27.20000076,26.32999992,26.45999908,22.67765427,3084400
2001-03-05,26.29999924,26.70000076,25.51499939,25.72500038,22.04772186,2081400
2001-03-06,25.72500038,25.72500038,25.72500038,25.72500038,22.04772186,0
2001-03-07,25.60000038,26.0,25.01000023,25.73999977,22.06057358,1216350
2001-03-08,25.60000038,26.39999962,25.60000038,26.22500038,22.47624588,904970
2001-03-09,25.79999924,25.79999924,25.00499916,25.26499939,21.65347862,1428380
2001-03-12,25.10000038,25.29999924,24.90500069,25.02000046,21.44350052,915420
2001-03-13,24.90500069,24.90500069,21.05500031,22.11499977,18.95375443,2514890
2001-03-14,22.0,24.79999924,22.0,24.38999939,20.9035511,1474340
2001-03-15,24.98500061,24.98500061,23.50499916,24.23500061,20.77070999,1714080
2001-03-16,24.00499916,24.5,22.39999962,23.25,19.92650986,1107510
2001-03-19,22.60000038,23.70000076,22.39999962,23.48500061,20.12792015,457270
2001-03-20,23.40999985,23.5,22.72500038,22.94499969,19.66510582,699820
