Date,Open,High,Low,Close,Adj Close,Volume
2007-11-27,154.0,207.0,154.0,191.8000031,177.67510990000005,27262365
2007-11-28,194.0,197.8000031,174.9299927,177.0,163.9650726,21958915
2007-11-29,181.0,182.8000031,168.46000669999995,177.3999939,164.3356018,25616715
2007-11-30,178.0,191.3999939,178.0,185.8000031,172.1170197,23047035
2007-12-03,187.9499969,198.8600006,184.3999939,196.0,181.5658264,14578850
2007-12-04,197.3500061,211.0,195.1999969,209.8000031,194.3495178,22742860
2007-12-05,210.0,219.8000031,210.0,216.8000031,200.8340454,13806600
2007-12-06,210.1999969,221.5200043,210.1999969,218.0200043,201.9641876,8619680
2007-12-07,220.0,226.7400055,215.6000061,220.0,203.7983551,11182820
2007-12-10,220.3300018,222.0,212.3099976,214.7100067,198.897995,5028390
2007-12-11,216.2100067,217.8000031,208.1999969,209.1999969,193.7937317,3990645
2007-12-12,206.0,212.6000061,203.1999969,207.3800049,192.1077271,3637865
2007-12-13,208.0,230.0,207.4199982,226.2299957,209.5695801,15317195
2007-12-14,221.0299988,227.9799957,220.2200012,221.39999390000003,205.0952759,5345960
2007-12-17,228.0,233.6000061,204.3000031,208.8500061,193.4694977,7024775
2007-12-18,208.8500061,208.8500061,208.8500061,208.8500061,193.4694977,0
2007-12-19,218.1999969,223.1999969,209.2599945,213.3800049,197.6658936,4228330
2007-12-20,216.6999969,216.6999969,210.1999969,212.0399933,196.4246063,3116440
2007-12-24,219.0,238.39999390000003,217.0500031,231.3600006,214.3217621,10304460
2007-12-26,235.0,242.8000031,229.6000061,239.9799957,222.3069611,7335155
2007-12-27,243.0,248.0,240.8000031,242.3300018,224.4838867,4887475
2007-12-28,237.8800049,254.8000031,235.0,249.82000730000004,231.4223328,5820690
2007-12-31,252.6699982,259.0,252.1999969,253.7599945,235.0721588,3686245
2008-01-01,255.8000031,263.7999878,252.7400055,259.3699951,240.2690125,2456740
2008-01-02,262.0499878,264.7999878,254.0,261.4899902,242.2328796,3519075
2008-01-03,261.0,262.9400024,252.2299957,255.1600037,236.36909480000003,2525290
2008-01-04,255.7599945,258.9599915,246.6000061,248.07000730000004,229.801178,2753975
2008-01-07,248.0,255.7799988,243.0,245.4499969,227.374115,3154815
2008-01-08,248.0,251.0,237.0,240.9600067,223.2148132,2652495
2008-01-09,240.0,242.0,230.1999969,236.0500031,218.6663818,3137535
2008-01-10,237.0,239.9600067,222.0,224.3099976,207.7909546,2194030
2008-01-11,225.6000061,226.0,212.6000061,217.1699982,201.1767731,3084690
2008-01-14,216.4799957,216.4799957,206.2200012,207.0299988,191.7834778,4179580
2008-01-15,209.1199951,215.7400055,207.2100067,209.9100037,194.4514465,4152465
2008-01-16,209.1999969,212.8000031,200.0,206.0800018,190.9034882,4080940
2008-01-17,210.0,210.6999969,202.1999969,204.1799927,189.1434021,1680015
2008-01-18,202.0,214.39999390000003,194.9799957,198.9199982,184.270813,3384270
2008-01-21,199.0,201.0,159.1399994,165.0099945,152.8580475,788625
2008-01-22,140.0,162.0,132.0099945,147.1100006,136.2762756,2730805
2008-01-23,152.0,176.38000490000005,152.0,171.3999939,158.7774353,2677310
2008-01-24,175.0,187.0,162.3999939,162.83000180000005,150.8385925,2555085
2008-01-25,164.0,176.6000061,164.0,173.1399994,160.3892822,2020225
2008-01-28,167.0,167.0,156.6399994,164.16000369999998,152.07063290000005,2335260
2008-01-29,168.0,172.0,164.0099945,168.1499939,155.76681519999997,1100350
2008-01-30,169.96000669999995,172.8000031,164.4499969,166.08999630000002,153.8585052,1430950
2008-01-31,166.1999969,169.9799957,162.5099945,167.52999880000004,155.1924591,971500
2008-02-01,166.33000180000005,170.46000669999995,164.0,165.0700073,152.9136505,1021955
2008-02-04,169.58000180000005,174.4799957,168.0,171.22000119999996,158.61068730000005,1401150
2008-02-05,171.1999969,171.3999939,166.0,166.8600006,154.5717773,810465
2008-02-06,160.6000061,164.9799957,156.0,161.5,149.6065369,966300
2008-02-07,165.0,166.0,158.3999939,159.25,147.5222321,1064660
2008-02-08,162.0,166.0,153.02999880000004,156.8099976,145.26191709999995,1425125
2008-02-11,157.0,157.0,139.0,142.2400055,131.7649384,1119775
2008-02-12,145.0,146.9900055,131.11999509999998,136.2599945,126.2252808,1517045
2008-02-13,163.1799927,163.1799927,132.8000031,134.1900024,124.307724,214900
2008-02-14,136.0,142.8000031,136.0,141.96000669999995,131.5055237,1345160
2008-02-15,140.0,152.7400055,136.25,145.75,135.0164185,1765245
2008-02-18,147.0,155.0,147.0,154.3200073,142.955307,1712900
2008-02-19,155.8000031,157.38000490000005,152.03999330000005,152.77999880000004,141.5286713,687060
2008-02-20,150.0,152.0,144.0,146.41999819999995,135.6371002,987445
2008-02-21,152.3999939,152.3999939,146.0200043,147.5200043,136.6560669,627790
2008-02-22,144.6000061,147.3999939,143.0,144.8000031,134.1363983,405350
2008-02-25,145.0099945,151.77999880000004,140.46000669999998,141.52999880000004,131.107193,764015
2008-02-26,145.0,148.8000031,142.6000061,147.16000369999998,136.3225861,1256345
2008-02-27,149.9400024,156.6799927,148.1999969,149.27999880000004,138.286499,1526600
2008-02-28,148.0,150.9799957,145.0099945,147.5500031,136.6838837,562455
2008-02-29,147.6000061,152.1999969,145.08000180000005,147.13000490000005,136.2947845,1019360
2008-03-03,145.0,145.0,138.46000669999998,139.8500061,129.5509338,912550
2008-03-04,141.0,141.78999330000005,128.3999939,133.8500061,123.9928055,2004980
2008-03-05,133.6000061,134.3999939,127.1999969,128.1799927,118.7403488,1316315
2008-03-07,126.0,126.0,115.4000015,121.9499969,112.9691544,2264745
2008-03-10,120.0,122.0,101.6299973,120.2300034,111.3758163,1179830
2008-03-11,118.5999985,127.1500015,115.0,124.7399979,115.5536728,1134150
2008-03-12,128.0,129.9900055,118.1999969,120.5800018,111.7000275,1053695
2008-03-13,117.0,120.0,112.4100037,113.2600021,104.9191132,827575
2008-03-14,113.8000031,115.4000015,110.8099976,112.1999969,103.9371643,785945
2008-03-17,109.8000031,109.8000031,101.4000015,102.2900009,94.75698853,1007885
2008-03-18,101.0,105.0,98.0,100.48000340000002,93.08028412,1288085
2008-03-19,106.0,106.0,99.0,99.55000305,92.21876526,980105
2008-03-24,100.4000015,101.1800003,93.0,93.83999634,86.92926025,2714575
